27121,27121,Panda,2017/1/01,USA,60000
27122,27122,Panda,2017/1/01,USA,60000
27123,27123,Panda,2017/1/01,USA,60000
27124,27124,Panda,2017/1/01,USA,60000
27125,27125,Panda,2017/1/01,USA,60000
27126,27126,Panda,2017/1/01,USA,60000
27127,27127,Panda,2017/1/01,USA,60000
27128,27128,Panda,2017/1/01,USA,60000
27129,27129,Panda,2017/1/01,USA,60000
27130,27130,Panda,2017/1/01,USA,60000
27131,27131,Panda,2017/1/01,USA,60000
27132,27132,Panda,2017/1/01,USA,60000
27133,27133,Panda,2017/1/01,USA,60000
27134,27134,Panda,2017/1/01,USA,60000
27135,27135,Panda,2017/1/01,USA,60000
27136,27136,Panda,2017/1/01,USA,60000
27137,27137,Panda,2017/1/01,USA,60000
27138,27138,Panda,2017/1/01,USA,60000
27139,27139,Panda,2017/1/01,USA,60000
27140,27140,Panda,2017/1/01,USA,60000
27141,27141,Panda,2017/1/01,USA,60000
27142,27142,Panda,2017/1/01,USA,60000
27143,27143,Panda,2017/1/01,USA,60000
27144,27144,Panda,2017/2/01,USA,60000
27145,27145,Panda,2017/2/01,USA,60000
27146,27146,Panda,2017/2/01,USA,60000
27147,27147,Panda,2017/2/01,USA,60000
27148,27148,Panda,2017/2/01,USA,60000
27149,27149,Panda,2017/2/01,USA,60000
27150,27150,Panda,2017/2/01,USA,60000
27151,27151,Panda,2017/2/01,USA,60000
27152,27152,Panda,2017/2/01,USA,60000
27153,27153,Panda,2017/2/01,USA,60000
27154,27154,Panda,2017/2/01,USA,60000
27155,27155,Panda,2017/2/01,USA,60000
27156,27156,Panda,2017/2/01,USA,60000
27157,27157,Panda,2017/2/01,USA,60000
27158,27158,Panda,2017/2/01,USA,60000
27159,27159,Panda,2017/2/01,USA,60000
27160,27160,Panda,2017/2/01,USA,60000
27161,27161,Panda,2017/2/01,USA,60000
27162,27162,Panda,2017/2/01,USA,60000
27163,27163,Panda,2017/2/01,USA,60000
27164,27164,Panda,2017/2/01,USA,60000
27165,27165,Panda,2017/2/01,USA,60000
27166,27166,Panda,2017/2/01,USA,60000
27167,27167,Panda,2017/3/01,USA,60000
27168,27168,Panda,2017/3/01,USA,60000
27169,27169,Panda,2017/3/01,USA,60000
27170,27170,Panda,2017/3/01,USA,60000
27171,27171,Panda,2017/3/01,USA,60000
27172,27172,Panda,2017/3/01,USA,60000
27173,27173,Panda,2017/3/01,USA,60000
27174,27174,Panda,2017/3/01,USA,60000
27175,27175,Panda,2017/3/01,USA,60000
27176,27176,Panda,2017/3/01,USA,60000
27177,27177,Panda,2017/3/01,USA,60000
27178,27178,Panda,2017/3/01,USA,60000
27179,27179,Panda,2017/3/01,USA,60000
27180,27180,Panda,2017/3/01,USA,60000
27181,27181,Panda,2017/3/01,USA,60000
27182,27182,Panda,2017/3/01,USA,60000
27183,27183,Panda,2017/3/01,USA,60000
27184,27184,Panda,2017/3/01,USA,60000
27185,27185,Panda,2017/3/01,USA,60000
27186,27186,Panda,2017/3/01,USA,60000
27187,27187,Panda,2017/3/01,USA,60000
27188,27188,Panda,2017/3/01,USA,60000
27189,27189,Panda,2017/3/01,USA,60000
27190,27190,Panda,2017/4/01,USA,60000
27191,27191,Panda,2017/4/01,USA,60000
27192,27192,Panda,2017/4/01,USA,60000
27193,27193,Panda,2017/4/01,USA,60000
27194,27194,Panda,2017/4/01,USA,60000
27195,27195,Panda,2017/4/01,USA,60000
27196,27196,Panda,2017/4/01,USA,60000
27197,27197,Panda,2017/4/01,USA,60000
27198,27198,Panda,2017/4/01,USA,60000
27199,27199,Panda,2017/4/01,USA,60000
27200,27200,Panda,2017/4/01,USA,60000
27201,27201,Panda,2017/4/01,USA,60000
27202,27202,Panda,2017/4/01,USA,60000
27203,27203,Panda,2017/4/01,USA,60000
27204,27204,Panda,2017/4/01,USA,60000
27205,27205,Panda,2017/4/01,USA,60000
27206,27206,Panda,2017/4/01,USA,60000
27207,27207,Panda,2017/4/01,USA,60000
27208,27208,Panda,2017/4/01,USA,60000
27209,27209,Panda,2017/4/01,USA,60000
27210,27210,Panda,2017/4/01,USA,60000
27211,27211,Panda,2017/4/01,USA,60000
27212,27212,Panda,2017/4/01,USA,60000
27213,27213,Panda,2017/5/01,USA,60000
27214,27214,Panda,2017/5/01,USA,60000
27215,27215,Panda,2017/5/01,USA,60000
27216,27216,Panda,2017/5/01,USA,60000
27217,27217,Panda,2017/5/01,USA,60000
27218,27218,Panda,2017/5/01,USA,60000
27219,27219,Panda,2017/5/01,USA,60000
27220,27220,Panda,2017/5/01,USA,60000
27221,27221,Panda,2017/5/01,USA,60000
27222,27222,Panda,2017/5/01,USA,60000
27223,27223,Panda,2017/5/01,USA,60000
27224,27224,Panda,2017/5/01,USA,60000
27225,27225,Panda,2017/5/01,USA,60000
27226,27226,Panda,2017/5/01,USA,60000
27227,27227,Panda,2017/5/01,USA,60000
27228,27228,Panda,2017/5/01,USA,60000
27229,27229,Panda,2017/5/01,USA,60000
27230,27230,Panda,2017/5/01,USA,60000
27231,27231,Panda,2017/5/01,USA,60000
27232,27232,Panda,2017/5/01,USA,60000
27233,27233,Panda,2017/5/01,USA,60000
27234,27234,Panda,2017/5/01,USA,60000
27235,27235,Panda,2017/5/01,USA,60000
27236,27236,Panda,2017/6/01,USA,60000
27237,27237,Panda,2017/6/01,USA,60000
27238,27238,Panda,2017/6/01,USA,60000
27239,27239,Panda,2017/6/01,USA,60000
27240,27240,Panda,2017/6/01,USA,60000
27241,27241,Panda,2017/6/01,USA,60000
27242,27242,Panda,2017/6/01,USA,60000
27243,27243,Panda,2017/6/01,USA,60000
27244,27244,Panda,2017/6/01,USA,60000
27245,27245,Panda,2017/6/01,USA,60000
27246,27246,Panda,2017/6/01,USA,60000
27247,27247,Panda,2017/6/01,USA,60000
27248,27248,Panda,2017/6/01,USA,60000
27249,27249,Panda,2017/6/01,USA,60000
27250,27250,Panda,2017/6/01,USA,60000
27251,27251,Panda,2017/6/01,USA,60000
27252,27252,Panda,2017/6/01,USA,60000
27253,27253,Panda,2017/6/01,USA,60000
27254,27254,Panda,2017/6/01,USA,60000
27255,27255,Panda,2017/6/01,USA,60000
27256,27256,Panda,2017/6/01,USA,60000
27257,27257,Panda,2017/6/01,USA,60000
27258,27258,Panda,2017/6/01,USA,60000
27259,27259,Panda,2017/7/01,USA,60000
27260,27260,Panda,2017/7/01,USA,60000
27261,27261,Panda,2017/7/01,USA,60000
27262,27262,Panda,2017/7/01,USA,60000
27263,27263,Panda,2017/7/01,USA,60000
27264,27264,Panda,2017/7/01,USA,60000
27265,27265,Panda,2017/7/01,USA,60000
27266,27266,Panda,2017/7/01,USA,60000
27267,27267,Panda,2017/7/01,USA,60000
27268,27268,Panda,2017/7/01,USA,60000
27269,27269,Panda,2017/7/01,USA,60000
27270,27270,Panda,2017/7/01,USA,60000
27271,27271,Panda,2017/7/01,USA,60000
27272,27272,Panda,2017/7/01,USA,60000
27273,27273,Panda,2017/7/01,USA,60000
27274,27274,Panda,2017/7/01,USA,60000
27275,27275,Panda,2017/7/01,USA,60000
27276,27276,Panda,2017/7/01,USA,60000
27277,27277,Panda,2017/7/01,USA,60000
27278,27278,Panda,2017/7/01,USA,60000
27279,27279,Panda,2017/7/01,USA,60000
27280,27280,Panda,2017/7/01,USA,60000
27281,27281,Panda,2017/7/01,USA,60000
27282,27282,Panda,2017/8/01,USA,60000
27283,27283,Panda,2017/8/01,USA,60000
27284,27284,Panda,2017/8/01,USA,60000
27285,27285,Panda,2017/8/01,USA,60000
27286,27286,Panda,2017/8/01,USA,60000
27287,27287,Panda,2017/8/01,USA,60000
27288,27288,Panda,2017/8/01,USA,60000
27289,27289,Panda,2017/8/01,USA,60000
27290,27290,Panda,2017/8/01,USA,60000
27291,27291,Panda,2017/8/01,USA,60000
27292,27292,Panda,2017/8/01,USA,60000
27293,27293,Panda,2017/8/01,USA,60000
27294,27294,Panda,2017/8/01,USA,60000
27295,27295,Panda,2017/8/01,USA,60000
27296,27296,Panda,2017/8/01,USA,60000
27297,27297,Panda,2017/8/01,USA,60000
27298,27298,Panda,2017/8/01,USA,60000
27299,27299,Panda,2017/8/01,USA,60000
27300,27300,Panda,2017/8/01,USA,60000
27301,27301,Panda,2017/8/01,USA,60000
27302,27302,Panda,2017/8/01,USA,60000
27303,27303,Panda,2017/8/01,USA,60000
27304,27304,Panda,2017/8/01,USA,60000
27305,27305,Panda,2017/9/01,USA,60000
27306,27306,Panda,2017/9/01,USA,60000
27307,27307,Panda,2017/9/01,USA,60000
27308,27308,Panda,2017/9/01,USA,60000
27309,27309,Panda,2017/9/01,USA,60000
27310,27310,Panda,2017/9/01,USA,60000
27311,27311,Panda,2017/9/01,USA,60000
27312,27312,Panda,2017/9/01,USA,60000
27313,27313,Panda,2017/9/01,USA,60000
27314,27314,Panda,2017/9/01,USA,60000
27315,27315,Panda,2017/9/01,USA,60000
27316,27316,Panda,2017/9/01,USA,60000
27317,27317,Panda,2017/9/01,USA,60000
27318,27318,Panda,2017/9/01,USA,60000
27319,27319,Panda,2017/9/01,USA,60000
27320,27320,Panda,2017/9/01,USA,60000
27321,27321,Panda,2017/9/01,USA,60000
27322,27322,Panda,2017/9/01,USA,60000
27323,27323,Panda,2017/9/01,USA,60000
27324,27324,Panda,2017/9/01,USA,60000
27325,27325,Panda,2017/9/01,USA,60000
27326,27326,Panda,2017/9/01,USA,60000
27327,27327,Panda,2017/9/01,USA,60000
27328,27328,Panda,2017/10/01,USA,60000
27329,27329,Panda,2017/10/01,USA,60000
27330,27330,Panda,2017/10/01,USA,60000
27331,27331,Panda,2017/10/01,USA,60000
27332,27332,Panda,2017/10/01,USA,60000
27333,27333,Panda,2017/10/01,USA,60000
27334,27334,Panda,2017/10/01,USA,60000
27335,27335,Panda,2017/10/01,USA,60000
27336,27336,Panda,2017/10/01,USA,60000
27337,27337,Panda,2017/10/01,USA,60000
27338,27338,Panda,2017/10/01,USA,60000
27339,27339,Panda,2017/10/01,USA,60000
27340,27340,Panda,2017/10/01,USA,60000
27341,27341,Panda,2017/10/01,USA,60000
27342,27342,Panda,2017/10/01,USA,60000
27343,27343,Panda,2017/10/01,USA,60000
27344,27344,Panda,2017/10/01,USA,60000
27345,27345,Panda,2017/10/01,USA,60000
27346,27346,Panda,2017/10/01,USA,60000
27347,27347,Panda,2017/10/01,USA,60000
27348,27348,Panda,2017/10/01,USA,60000
27349,27349,Panda,2017/10/01,USA,60000
27350,27350,Panda,2017/10/01,USA,60000
27351,27351,Panda,2017/11/01,USA,60000
27352,27352,Panda,2017/11/01,USA,60000
27353,27353,Panda,2017/11/01,USA,60000
27354,27354,Panda,2017/11/01,USA,60000
27355,27355,Panda,2017/11/01,USA,60000
27356,27356,Panda,2017/11/01,USA,60000
27357,27357,Panda,2017/11/01,USA,60000
27358,27358,Panda,2017/11/01,USA,60000
27359,27359,Panda,2017/11/01,USA,60000
27360,27360,Panda,2017/11/01,USA,60000
27361,27361,Panda,2017/11/01,USA,60000
27362,27362,Panda,2017/11/01,USA,60000
27363,27363,Panda,2017/11/01,USA,60000
27364,27364,Panda,2017/11/01,USA,60000
27365,27365,Panda,2017/11/01,USA,60000
27366,27366,Panda,2017/11/01,USA,60000
27367,27367,Panda,2017/11/01,USA,60000
27368,27368,Panda,2017/11/01,USA,60000
27369,27369,Panda,2017/11/01,USA,60000
27370,27370,Panda,2017/11/01,USA,60000
27371,27371,Panda,2017/11/01,USA,60000
27372,27372,Panda,2017/11/01,USA,60000
27373,27373,Panda,2017/11/01,USA,60000
27374,27374,Panda,2017/12/01,USA,60000
27375,27375,Panda,2017/12/01,USA,60000
27376,27376,Panda,2017/12/01,USA,60000
27377,27377,Panda,2017/12/01,USA,60000
27378,27378,Panda,2017/12/01,USA,60000
27379,27379,Panda,2017/12/01,USA,60000
27380,27380,Panda,2017/12/01,USA,60000
27381,27381,Panda,2017/12/01,USA,60000
27382,27382,Panda,2017/12/01,USA,60000
27383,27383,Panda,2017/12/01,USA,60000
27384,27384,Panda,2017/12/01,USA,60000
27385,27385,Panda,2017/12/01,USA,60000
27386,27386,Panda,2017/12/01,USA,60000
27387,27387,Panda,2017/12/01,USA,60000
27388,27388,Panda,2017/12/01,USA,60000
27389,27389,Panda,2017/12/01,USA,60000
27390,27390,Panda,2017/12/01,USA,60000
27391,27391,Panda,2017/12/01,USA,60000
27392,27392,Panda,2017/12/01,USA,60000
27393,27393,Panda,2017/12/01,USA,60000
27394,27394,Panda,2017/12/01,USA,60000
27395,27395,Panda,2017/12/01,USA,60000
27396,27396,Panda,2017/12/01,USA,60000
27397,27397,Panda,2018/1/01,USA,60000
27398,27398,Panda,2018/1/01,USA,60000
27399,27399,Panda,2018/1/01,USA,60000
27400,27400,Panda,2018/1/01,USA,60000
27401,27401,Panda,2018/1/01,USA,60000
27402,27402,Panda,2018/1/01,USA,60000
27403,27403,Panda,2018/1/01,USA,60000
27404,27404,Panda,2018/1/01,USA,60000
27405,27405,Panda,2018/1/01,USA,60000
27406,27406,Panda,2018/1/01,USA,60000
27407,27407,Panda,2018/1/01,USA,60000
27408,27408,Panda,2018/1/01,USA,60000
27409,27409,Panda,2018/1/01,USA,60000
27410,27410,Panda,2018/1/01,USA,60000
27411,27411,Panda,2018/1/01,USA,60000
27412,27412,Panda,2018/1/01,USA,60000
27413,27413,Panda,2018/1/01,USA,60000
27414,27414,Panda,2018/1/01,USA,60000
27415,27415,Panda,2018/1/01,USA,60000
27416,27416,Panda,2018/1/01,USA,60000
27417,27417,Panda,2018/1/01,USA,60000
27418,27418,Panda,2018/1/01,USA,60000
27419,27419,Panda,2018/1/01,USA,60000
27420,27420,Panda,2018/2/01,USA,60000
27421,27421,Panda,2018/2/01,USA,60000
27422,27422,Panda,2018/2/01,USA,60000
27423,27423,Panda,2018/2/01,USA,60000
27424,27424,Panda,2018/2/01,USA,60000
27425,27425,Panda,2018/2/01,USA,60000
27426,27426,Panda,2018/2/01,USA,60000
27427,27427,Panda,2018/2/01,USA,60000
27428,27428,Panda,2018/2/01,USA,60000
27429,27429,Panda,2018/2/01,USA,60000
27430,27430,Panda,2018/2/01,USA,60000
27431,27431,Panda,2018/2/01,USA,60000
27432,27432,Panda,2018/2/01,USA,60000
27433,27433,Panda,2018/2/01,USA,60000
27434,27434,Panda,2018/2/01,USA,60000
27435,27435,Panda,2018/2/01,USA,60000
27436,27436,Panda,2018/2/01,USA,60000
27437,27437,Panda,2018/2/01,USA,60000
27438,27438,Panda,2018/2/01,USA,60000
27439,27439,Panda,2018/2/01,USA,60000
27440,27440,Panda,2018/2/01,USA,60000
27441,27441,Panda,2018/2/01,USA,60000
27442,27442,Panda,2018/2/01,USA,60000
27443,27443,Panda,2018/3/01,USA,60000
27444,27444,Panda,2018/3/01,USA,60000
27445,27445,Panda,2018/3/01,USA,60000
27446,27446,Panda,2018/3/01,USA,60000
27447,27447,Panda,2018/3/01,USA,60000
27448,27448,Panda,2018/3/01,USA,60000
27449,27449,Panda,2018/3/01,USA,60000
27450,27450,Panda,2018/3/01,USA,60000
27451,27451,Panda,2018/3/01,USA,60000
27452,27452,Panda,2018/3/01,USA,60000
27453,27453,Panda,2018/3/01,USA,60000
27454,27454,Panda,2018/3/01,USA,60000
27455,27455,Panda,2018/3/01,USA,60000
27456,27456,Panda,2018/3/01,USA,60000
27457,27457,Panda,2018/3/01,USA,60000
27458,27458,Panda,2018/3/01,USA,60000
27459,27459,Panda,2018/3/01,USA,60000
27460,27460,Panda,2018/3/01,USA,60000
27461,27461,Panda,2018/3/01,USA,60000
27462,27462,Panda,2018/3/01,USA,60000
27463,27463,Panda,2018/3/01,USA,60000
27464,27464,Panda,2018/3/01,USA,60000
27465,27465,Panda,2018/3/01,USA,60000
27466,27466,Panda,2018/4/01,USA,60000
27467,27467,Panda,2018/4/01,USA,60000
27468,27468,Panda,2018/4/01,USA,60000
27469,27469,Panda,2018/4/01,USA,60000
27470,27470,Panda,2018/4/01,USA,60000
27471,27471,Panda,2018/4/01,USA,60000
27472,27472,Panda,2018/4/01,USA,60000
27473,27473,Panda,2018/4/01,USA,60000
27474,27474,Panda,2018/4/01,USA,60000
27475,27475,Panda,2018/4/01,USA,60000
27476,27476,Panda,2018/4/01,USA,60000
27477,27477,Panda,2018/4/01,USA,60000
27478,27478,Panda,2018/4/01,USA,60000
27479,27479,Panda,2018/4/01,USA,60000
27480,27480,Panda,2018/4/01,USA,60000
27481,27481,Panda,2018/4/01,USA,60000
27482,27482,Panda,2018/4/01,USA,60000
27483,27483,Panda,2018/4/01,USA,60000
27484,27484,Panda,2018/4/01,USA,60000
27485,27485,Panda,2018/4/01,USA,60000
27486,27486,Panda,2018/4/01,USA,60000
27487,27487,Panda,2018/4/01,USA,60000
27488,27488,Panda,2018/4/01,USA,60000
27489,27489,Panda,2018/5/01,USA,60000
27490,27490,Panda,2018/5/01,USA,60000
27491,27491,Panda,2018/5/01,USA,60000
27492,27492,Panda,2018/5/01,USA,60000
27493,27493,Panda,2018/5/01,USA,60000
27494,27494,Panda,2018/5/01,USA,60000
27495,27495,Panda,2018/5/01,USA,60000
27496,27496,Panda,2018/5/01,USA,60000
27497,27497,Panda,2018/5/01,USA,60000
27498,27498,Panda,2018/5/01,USA,60000
27499,27499,Panda,2018/5/01,USA,60000
27500,27500,Panda,2018/5/01,USA,60000
27501,27501,Panda,2018/5/01,USA,60000
27502,27502,Panda,2018/5/01,USA,60000
27503,27503,Panda,2018/5/01,USA,60000
27504,27504,Panda,2018/5/01,USA,60000
27505,27505,Panda,2018/5/01,USA,60000
27506,27506,Panda,2018/5/01,USA,60000
27507,27507,Panda,2018/5/01,USA,60000
27508,27508,Panda,2018/5/01,USA,60000
27509,27509,Panda,2018/5/01,USA,60000
27510,27510,Panda,2018/5/01,USA,60000
27511,27511,Panda,2018/5/01,USA,60000
27512,27512,Panda,2018/6/01,USA,60000
27513,27513,Panda,2018/6/01,USA,60000
27514,27514,Panda,2018/6/01,USA,60000
27515,27515,Panda,2018/6/01,USA,60000
27516,27516,Panda,2018/6/01,USA,60000
27517,27517,Panda,2018/6/01,USA,60000
27518,27518,Panda,2018/6/01,USA,60000
27519,27519,Panda,2018/6/01,USA,60000
27520,27520,Panda,2018/6/01,USA,60000
27521,27521,Panda,2018/6/01,USA,60000
27522,27522,Panda,2018/6/01,USA,60000
27523,27523,Panda,2018/6/01,USA,60000
27524,27524,Panda,2018/6/01,USA,60000
27525,27525,Panda,2018/6/01,USA,60000
27526,27526,Panda,2018/6/01,USA,60000
27527,27527,Panda,2018/6/01,USA,60000
27528,27528,Panda,2018/6/01,USA,60000
27529,27529,Panda,2018/6/01,USA,60000
27530,27530,Panda,2018/6/01,USA,60000
27531,27531,Panda,2018/6/01,USA,60000
27532,27532,Panda,2018/6/01,USA,60000
27533,27533,Panda,2018/6/01,USA,60000
27534,27534,Panda,2018/6/01,USA,60000
27535,27535,Panda,2018/7/01,USA,60000
27536,27536,Panda,2018/7/01,USA,60000
27537,27537,Panda,2018/7/01,USA,60000
27538,27538,Panda,2018/7/01,USA,60000
27539,27539,Panda,2018/7/01,USA,60000
27540,27540,Panda,2018/7/01,USA,60000
27541,27541,Panda,2018/7/01,USA,60000
27542,27542,Panda,2018/7/01,USA,60000
27543,27543,Panda,2018/7/01,USA,60000
27544,27544,Panda,2018/7/01,USA,60000
27545,27545,Panda,2018/7/01,USA,60000
27546,27546,Panda,2018/7/01,USA,60000
27547,27547,Panda,2018/7/01,USA,60000
27548,27548,Panda,2018/7/01,USA,60000
27549,27549,Panda,2018/7/01,USA,60000
27550,27550,Panda,2018/7/01,USA,60000
27551,27551,Panda,2018/7/01,USA,60000
27552,27552,Panda,2018/7/01,USA,60000
27553,27553,Panda,2018/7/01,USA,60000
27554,27554,Panda,2018/7/01,USA,60000
27555,27555,Panda,2018/7/01,USA,60000
27556,27556,Panda,2018/7/01,USA,60000
27557,27557,Panda,2018/7/01,USA,60000
27558,27558,Panda,2018/8/01,USA,60000
27559,27559,Panda,2018/8/01,USA,60000
27560,27560,Panda,2018/8/01,USA,60000
27561,27561,Panda,2018/8/01,USA,60000
27562,27562,Panda,2018/8/01,USA,60000
27563,27563,Panda,2018/8/01,USA,60000
27564,27564,Panda,2018/8/01,USA,60000
27565,27565,Panda,2018/8/01,USA,60000
27566,27566,Panda,2018/8/01,USA,60000
27567,27567,Panda,2018/8/01,USA,60000
27568,27568,Panda,2018/8/01,USA,60000
27569,27569,Panda,2018/8/01,USA,60000
27570,27570,Panda,2018/8/01,USA,60000
27571,27571,Panda,2018/8/01,USA,60000
27572,27572,Panda,2018/8/01,USA,60000
27573,27573,Panda,2018/8/01,USA,60000
27574,27574,Panda,2018/8/01,USA,60000
27575,27575,Panda,2018/8/01,USA,60000
27576,27576,Panda,2018/8/01,USA,60000
27577,27577,Panda,2018/8/01,USA,60000
27578,27578,Panda,2018/8/01,USA,60000
27579,27579,Panda,2018/8/01,USA,60000
27580,27580,Panda,2018/8/01,USA,60000
27581,27581,Panda,2018/9/01,USA,60000
27582,27582,Panda,2018/9/01,USA,60000
27583,27583,Panda,2018/9/01,USA,60000
27584,27584,Panda,2018/9/01,USA,60000
27585,27585,Panda,2018/9/01,USA,60000
27586,27586,Panda,2018/9/01,USA,60000
27587,27587,Panda,2018/9/01,USA,60000
27588,27588,Panda,2018/9/01,USA,60000
27589,27589,Panda,2018/9/01,USA,60000
27590,27590,Panda,2018/9/01,USA,60000
27591,27591,Panda,2018/9/01,USA,60000
27592,27592,Panda,2018/9/01,USA,60000
27593,27593,Panda,2018/9/01,USA,60000
27594,27594,Panda,2018/9/01,USA,60000
27595,27595,Panda,2018/9/01,USA,60000
27596,27596,Panda,2018/9/01,USA,60000
27597,27597,Panda,2018/9/01,USA,60000
27598,27598,Panda,2018/9/01,USA,60000
27599,27599,Panda,2018/9/01,USA,60000
