1,1,Panda,2017/1/01,Italy,55500
2,2,Panda,2017/1/01,Italy,55500
3,3,Panda,2017/1/01,Italy,55500
4,4,Panda,2017/2/01,Italy,55500
5,5,Panda,2017/2/01,Italy,55500
6,6,Panda,2017/2/01,Italy,55500
7,7,Panda,2017/3/01,Italy,55500
8,8,Panda,2017/3/01,Italy,55500
9,9,Panda,2017/3/01,Italy,55500
10,10,Panda,2017/4/01,Italy,55500
11,11,Panda,2017/4/01,Italy,55500
12,12,Panda,2017/4/01,Italy,55500
13,13,Panda,2017/5/01,Italy,55500
14,14,Panda,2017/5/01,Italy,55500
15,15,Panda,2017/5/01,Italy,55500
16,16,Panda,2017/6/01,Italy,55500
17,17,Panda,2017/6/01,Italy,55500
18,18,Panda,2017/6/01,Italy,55500
19,19,Panda,2017/7/01,Italy,55500
20,20,Panda,2017/7/01,Italy,55500
21,21,Panda,2017/7/01,Italy,55500
22,22,Panda,2017/8/01,Italy,55500
23,23,Panda,2017/8/01,Italy,55500
24,24,Panda,2017/8/01,Italy,55500
25,25,Panda,2017/9/01,Italy,55500
26,26,Panda,2017/9/01,Italy,55500
27,27,Panda,2017/9/01,Italy,55500
28,28,Panda,2017/10/01,Italy,55500
29,29,Panda,2017/10/01,Italy,55500
30,30,Panda,2017/10/01,Italy,55500
31,31,Panda,2017/11/01,Italy,55500
32,32,Panda,2017/11/01,Italy,55500
33,33,Panda,2017/11/01,Italy,55500
34,34,Panda,2017/12/01,Italy,55500
35,35,Panda,2017/12/01,Italy,55500
36,36,Panda,2017/12/01,Italy,55500
37,37,Panda,2018/1/01,Italy,55500
38,38,Panda,2018/1/01,Italy,55500
39,39,Panda,2018/1/01,Italy,55500
40,40,Panda,2018/2/01,Italy,55500
41,41,Panda,2018/2/01,Italy,55500
42,42,Panda,2018/2/01,Italy,55500
43,43,Panda,2018/3/01,Italy,55500
44,44,Panda,2018/3/01,Italy,55500
45,45,Panda,2018/3/01,Italy,55500
46,46,Panda,2018/4/01,Italy,55500
47,47,Panda,2018/4/01,Italy,55500
48,48,Panda,2018/4/01,Italy,55500
49,49,Panda,2018/5/01,Italy,55500
50,50,Panda,2018/5/01,Italy,55500
51,51,Panda,2018/5/01,Italy,55500
52,52,Panda,2018/6/01,Italy,55500
53,53,Panda,2018/6/01,Italy,55500
54,54,Panda,2018/6/01,Italy,55500
55,55,Panda,2018/7/01,Italy,55500
56,56,Panda,2018/7/01,Italy,55500
57,57,Panda,2018/7/01,Italy,55500
58,58,Panda,2018/8/01,Italy,55500
59,59,Panda,2018/8/01,Italy,55500
60,60,Panda,2018/8/01,Italy,55500
61,61,Panda,2018/9/01,Italy,55500
62,62,Panda,2018/9/01,Italy,55500
63,63,Panda,2018/9/01,Italy,55500
64,64,Panda,2018/10/01,Italy,55500
65,65,Panda,2018/10/01,Italy,55500
66,66,Panda,2018/10/01,Italy,55500
67,67,Panda,2018/11/01,Italy,55500
68,68,Panda,2018/11/01,Italy,55500
69,69,Panda,2018/11/01,Italy,55500
70,70,Panda,2018/12/01,Italy,55500
71,71,Panda,2018/12/01,Italy,55500
72,72,Panda,2018/12/01,Italy,55500
73,73,Panda,2019/1/01,Italy,55500
74,74,Panda,2019/1/01,Italy,55500
75,75,Panda,2019/1/01,Italy,55500
76,76,Panda,2019/2/01,Italy,55500
77,77,Panda,2019/2/01,Italy,55500
78,78,Panda,2019/2/01,Italy,55500
79,79,Panda,2019/3/01,Italy,55500
80,80,Panda,2019/3/01,Italy,55500
81,81,Panda,2019/3/01,Italy,55500
82,82,Panda,2019/4/01,Italy,55500
83,83,Panda,2019/4/01,Italy,55500
84,84,Panda,2019/4/01,Italy,55500
85,85,Panda,2019/5/01,Italy,55500
86,86,Panda,2019/5/01,Italy,55500
87,87,Panda,2019/5/01,Italy,55500
88,88,Panda,2019/6/01,Italy,55500
89,89,Panda,2019/6/01,Italy,55500
90,90,Panda,2019/6/01,Italy,55500
91,91,Panda,2019/7/01,Italy,55500
92,92,Panda,2019/7/01,Italy,55500
